url,file,volume,issue,year,week,date_start,date_end,language
https://www.epid.gov.lk/storage/post/pdfs/en_6597d07b07eb4_Vol_50_no_47-english.pdf,en_6597d07b07eb4_Vol_50_no_47-english.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/en_6586cba6eaffd_Vol_50_no_46-english.pdf,en_6586cba6eaffd_Vol_50_no_46-english.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/en_658bf999350ba_Vol_50_no_45-english.pdf,en_658bf999350ba_Vol_50_no_45-english.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/en_658bfa11e502e_Vol_50_no_44-english.pdf,en_658bfa11e502e_Vol_50_no_44-english.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/en_658bfaa1cb3bf_Vol_50_no_43-english.pdf,en_658bfaa1cb3bf_Vol_50_no_43-english.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/en_658bfb119b032_Vol_50_no_42-english.pdf,en_658bfb119b032_Vol_50_no_42-english.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/en_658bfc0e47143_Vol_50_no_41-english.pdf,en_658bfc0e47143_Vol_50_no_41-english.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/en_658bfcac2f526_Vol_50_no_40-english.pdf,en_658bfcac2f526_Vol_50_no_40-english.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/en_658bfd0d99fc6_Vol_50_no_39-english.pdf,en_658bfd0d99fc6_Vol_50_no_39-english.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/en_658bfd691ab24_Vol_50_no_38-english.pdf,en_658bfd691ab24_Vol_50_no_38-english.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/en_65125ac74566c_Vol_50_no_37-english.pdf,en_65125ac74566c_Vol_50_no_37-english.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/en_6509214a67f69_Vol_50_no_36-english.pdf,en_6509214a67f69_Vol_50_no_36-english.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/en_6507d4a364766_Vol_50_no_35-english_1.pdf,en_6507d4a364766_Vol_50_no_35-english_1.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/en_6592f6eec67ef_Vol_50_no_34-english.pdf,en_6592f6eec67ef_Vol_50_no_34-english.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/en_6592f77ef271b_Vol_50_no_33-english.pdf,en_6592f77ef271b_Vol_50_no_33-english.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/en_6592f8ce36f5c_Vol_50_no_32-english.pdf,en_6592f8ce36f5c_Vol_50_no_32-english.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/en_6592fa2472186_Vol_50_no_31-english.pdf,en_6592fa2472186_Vol_50_no_31-english.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/en_65c256e1a3188_Vol_50_no_30-english.pdf,en_65c256e1a3188_Vol_50_no_30-english.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/en_64c78901a4223_Vol_50_no_29-english_1.pdf,en_64c78901a4223_Vol_50_no_29-english_1.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/en_64c773234ebd6_Vol_50_no_28-english_1.pdf,en_64c773234ebd6_Vol_50_no_28-english_1.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/en_64c772c1952be_Vol_50_no_27-english_1.pdf,en_64c772c1952be_Vol_50_no_27-english_1.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/en_64b4cbff23f46_Vol_50_no_26-english_2.pdf,en_64b4cbff23f46_Vol_50_no_26-english_2.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/en_64b4bcc21a358_Vol_50_no_25-english_1.pdf,en_64b4bcc21a358_Vol_50_no_25-english_1.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/en_64ab8e17d4370_Vol_50_no_24-english_1.pdf,en_64ab8e17d4370_Vol_50_no_24-english_1.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/en_64912b0a89f59_Vol_50_no_23-english_1.pdf,en_64912b0a89f59_Vol_50_no_23-english_1.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/en_64912ab8a22d8_Vol_50_no_22-english_1.pdf,en_64912ab8a22d8_Vol_50_no_22-english_1.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/en_64869d494b29c_Vol_50_no_21-english_1.pdf,en_64869d494b29c_Vol_50_no_21-english_1.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/en_647d69c44d4cb_Vol_50_no_20-english_1.pdf,en_647d69c44d4cb_Vol_50_no_20-english_1.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/en_647d69972f0bb_Vol_50_no_19-english_1.pdf,en_647d69972f0bb_Vol_50_no_19-english_1.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/en_6462f8356b93c_Vol_50_no_18-english.pdf,en_6462f8356b93c_Vol_50_no_18-english.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/en_647d696889d75_Vol_50_no_17-english_2.pdf,en_647d696889d75_Vol_50_no_17-english_2.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/en_6450a83ec365f_Vol_50_no_16-english.pdf,en_6450a83ec365f_Vol_50_no_16-english.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/en_6450923441161_Vol_50_no_15-english_1.pdf,en_6450923441161_Vol_50_no_15-english_1.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/en_6450920810c68_Vol_50_no_14-english_1.pdf,en_6450920810c68_Vol_50_no_14-english_1.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/en_6451e6375bec8_Vol_50_no_13-english_2.pdf,en_6451e6375bec8_Vol_50_no_13-english_2.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/en_642a655f53f67_Vol_50_no_12-english.pdf,en_642a655f53f67_Vol_50_no_12-english.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/en_642516aa215e1_Vol_50_no_11-english.pdf,en_642516aa215e1_Vol_50_no_11-english.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/en_64251491ca316_Vol_50_no_10-english.pdf,en_64251491ca316_Vol_50_no_10-english.pdf,,,,,,,English
